original_area_area,original_area_perimeter,original_area_bbox_minx,original_area_bbox_miny,original_area_bbox_maxx,original_area_bbox_maxy,original_area_width,original_area_height,original_area_aspect_ratio,num_vertices_area,num_obstacles,total_obstacle_area,obstacle_area_ratio,is_irregular_field,is_irregular_shape,has_obstacles,field_type,area_capezzagne_ostacoli,area_capezzagne_bordocampo,num_decomposed_cells,total_trajectory_length,area_coords,obstacle_coords,label_orientation_x,label_orientation_y
926.0053885856308,124.18588047767933,57.44260905773767,59.55986698898622,96.7623371272982,85.64738060994361,39.319728069560526,26.087513620957388,1.507224055188343,5,0,0.0,0.0,0,0,0,regolare_senza_ostacoli,0.0,431.4940378980585,3,0.0,"[[64.79757485362622, 59.55986698898622], [96.7623371272982, 59.55986698898622], [96.47007716984879, 85.64738060994361], [57.44260905773767, 85.64738060994361], [64.79757485362622, 59.55986698898622]]",[],-0.2713558985927573,0.9624790783694559
856.8087488986051,117.70603424227038,75.2298218075332,36.720365539545206,108.75438666575235,65.43420803609604,33.52456485821915,28.713842496550832,1.1675401807419608,5,0,0.0,0.0,0,0,0,regolare_senza_ostacoli,0.0,406.1563539552123,3,180.08943484987356,"[[80.85827679698008, 36.720365539545206], [108.75438666575235, 36.720365539545206], [107.01285442911393, 65.43420803609604], [75.2298218075332, 65.43420803609604], [80.85827679698008, 36.720365539545206]]",[],-0.19235817631617796,0.9813247841587994
1879.5667815038307,175.58312802495013,71.19048133110908,93.51674659448904,125.65440146423563,133.00609021844699,54.46392013312655,39.48934362395795,1.3792055054590375,5,0,0.0,0.0,0,0,0,regolare_senza_ostacoli,0.0,637.1892600933306,3,224.24635226713582,"[[75.00390921023093, 93.51674659448904], [115.73360887500391, 93.51674659448904], [125.65440146423563, 133.00609021844699], [71.19048133110908, 133.00609021844699], [75.00390921023093, 93.51674659448904]]",[],-0.0961213813622304,0.9953696198121663
1526.5737733595115,162.1781624516204,87.8906300495096,38.08533042388634,132.88493285681213,84.41141673881486,44.99430280730253,46.326086314928524,0.9712519745662861,5,0,0.0,0.0,0,0,0,regolare_senza_ostacoli,0.0,582.2118311138033,3,320.3935631687259,"[[87.8906300495096, 38.08533042388634], [115.57713388128394, 38.08533042388634], [132.88493285681213, 84.41141673881486], [94.66585757353937, 84.41141673881486], [87.8906300495096, 38.08533042388634]]",[],0.1447113584773719,0.9894739121005837
1258.4387406005849,146.86857288153965,80.9024997538169,34.65572618629932,112.12253816849545,80.42100835614444,31.220038414678555,45.76528216984512,0.6821773391195112,5,0,0.0,0.0,0,0,0,regolare_senza_ostacoli,0.0,523.2346943174236,3,358.0176592828365,"[[85.99150565973595, 34.65572618629932], [112.12253816849545, 34.65572618629932], [109.76681222862985, 80.42100835614444], [80.9024997538169, 80.42100835614444], [85.99150565973595, 34.65572618629932]]",[],-0.11051678753480175,0.9938742574757571
904.6260766428635,131.82924781089798,21.184645381224176,50.901225258625324,45.410200871249714,96.6688179301866,24.22555549002554,45.76759267156128,0.5293167954861351,5,0,0.0,0.0,0,0,0,regolare_senza_ostacoli,0.0,462.78367508389306,3,129.64786723593687,"[[21.184645381224176, 50.901225258625324], [44.86280070707555, 50.901225258625324], [45.410200871249714, 96.6688179301866], [29.55706237814638, 96.6688179301866], [21.184645381224176, 50.901225258625324]]",[],0.17994715295694994,0.9836762791399862
1666.9573936456957,166.68138130210698,88.77425777836724,50.79107949174259,137.57583115578302,94.51505362019586,48.80157337741578,43.723974128453264,1.1161284935821576,5,0,0.0,0.0,0,0,0,regolare_senza_ostacoli,0.0,600.5414180720254,3,323.8057691247921,"[[88.77425777836724, 50.79107949174259], [122.44698631572471, 50.79107949174259], [137.57583115578302, 94.51505362019586], [94.99943427062189, 94.51505362019586], [88.77425777836724, 50.79107949174259]]",[],0.140953017971668,0.9900162860906272
1635.5991301011397,166.1272712187053,44.964014949928846,34.08102244047675,90.00711569957339,80.73503745811327,45.043100749644545,46.65401501763652,0.9654710475104232,5,0,0.0,0.0,0,0,0,regolare_senza_ostacoli,0.0,598.6550096592725,3,430.353515699555,"[[44.964014949928846, 34.08102244047675], [74.58937355930931, 34.08102244047675], [90.00711569957339, 80.73503745811327], [49.516359780211246, 80.73503745811327], [44.964014949928846, 34.08102244047675]]",[],0.09711546684724602,0.995273121358676
995.2952160104124,133.93667835734766,19.857899660508703,70.31898911508407,67.30467167498,93.13598225622454,47.44677201447129,22.816993141140472,2.0794489318104663,5,0,0.0,0.0,0,0,0,regolare_senza_ostacoli,0.0,470.258536302563,3,230.6516256998468,"[[19.857899660508703, 70.31898911508407], [60.2964296058433, 70.31898911508407], [67.30467167498, 93.13598225622454], [20.501626023236227, 93.13598225622454], [19.857899660508703, 70.31898911508407]]",[],0.028201363983086043,0.9996022624371622
2224.307243856893,189.85576923133664,56.745873340992894,27.014157703660857,112.00879730082227,71.62013394311444,55.26292395982937,44.60597623945358,1.2389130026695798,5,0,0.0,0.0,0,0,0,regolare_senza_ostacoli,0.0,694.768484143613,3,737.5915686004158,"[[56.745873340992894, 27.014157703660857], [103.15459736909912, 27.014157703660857], [112.00879730082227, 71.62013394311444], [58.68616551613886, 71.62013394311444], [56.745873340992894, 27.014157703660857]]",[],0.043457386402632234,0.9990552815370389
1774.600849110094,176.16570803904395,72.35859115485853,7.46333400136222,128.2320314760862,52.901807124922186,55.873440321227676,45.438473123559966,1.229650480756519,5,0,0.0,0.0,0,0,0,regolare_senza_ostacoli,0.0,635.6072359425586,3,577.5093243364096,"[[81.19508058653737, 7.46333400136222], [128.2320314760862, 7.46333400136222], [103.43169666110698, 52.901807124922186], [72.35859115485853, 52.901807124922186], [81.19508058653737, 7.46333400136222]]",[],-0.19089527877073292,0.9816104077193987
1086.867043490749,138.5432080751194,35.00625225676739,44.35539877849995,84.3623240520744,69.1308255759946,49.35607179530701,24.775426797494653,1.9921381051767797,5,0,0.0,0.0,0,0,0,regolare_senza_ostacoli,0.0,488.5520633622466,3,236.1021135083534,"[[39.29372593853041, 44.35539877849995], [77.67515730507856, 44.35539877849995], [84.3623240520744, 69.1308255759946], [35.00625225676739, 69.1308255759946], [39.29372593853041, 44.35539877849995]]",[],-0.17051900020279626,0.9853543883140922
801.045654510247,121.5226659433195,80.81863609367286,82.37780853048203,109.35401182916772,122.09759363661809,28.535375735494853,39.71978510613606,0.7184171731857281,5,0,0.0,0.0,0,0,0,regolare_senza_ostacoli,0.0,420.68219499744373,3,0.0,"[[80.81863609367286, 82.37780853048203], [101.42161796003032, 82.37780853048203], [109.35401182916772, 122.09759363661809], [89.62215037400385, 122.09759363661809], [80.81863609367286, 82.37780853048203]]",[],0.21638924074022373,0.9763071732256552
813.0719537590929,118.62817701547438,36.82153602216725,39.72009943838,77.80410298965742,62.59581706332777,40.98256696749017,22.875717624947775,1.791531423818392,5,0,0.0,0.0,0,0,0,regolare_senza_ostacoli,0.0,408.0077446781478,3,95.1002493737076,"[[38.67644958782941, 39.72009943838], [68.77991079130895, 39.72009943838], [77.80410298965742, 62.59581706332777], [36.82153602216725, 62.59581706332777], [38.67644958782941, 39.72009943838]]",[],-0.08082130776855576,0.9967286070995355
2334.5414221921255,198.06003203132818,51.342494305837285,62.57724068315933,113.00800139463475,110.90767359431825,61.66550708879746,48.33043291115892,1.2759146437225402,5,0,0.0,0.0,0,0,0,regolare_senza_ostacoli,0.0,725.0675317438549,3,471.8618557602963,"[[51.342494305837285, 62.57724068315933], [91.69833831821225, 62.57724068315933], [113.00800139463475, 110.90767359431825], [56.756334090755495, 110.90767359431825], [51.342494305837285, 62.57724068315933]]",[],0.11132095807849748,0.9937845059631818
765.7198387937589,110.85123595954325,42.627629771408884,91.81820792280877,72.56741884924048,119.11006903359552,29.9397890778316,27.291861110786755,1.097022623568837,5,0,0.0,0.0,0,0,0,regolare_senza_ostacoli,0.0,379.2242678138083,3,0.0,"[[43.693024221379986, 91.81820792280877], [69.86665560142387, 91.81820792280877], [72.56741884924048, 119.11006903359552], [42.627629771408884, 119.11006903359552], [43.693024221379986, 91.81820792280877]]",[],-0.03900736554907711,0.9992389230974345
