area,perimetro,centroide_x,centroide_y,larghezza_bbox,altezza_bbox,num_vertici,ampiezza_lavoro,num_capezzagne,n_filate
0.5422020347936146,12.565283585191079,14.120567126863557,10.384585391181954,0.08777353630816798,6.2350590490395055,4,2.0,2,0
2.5415431409602016,7.07798505943855,17.171628793067203,10.067621867414342,1.2379373216830523,2.867896700683998,5,2.0,2,0
0.5822912861517882,3.496150010872956,18.186002347400372,9.962242346652907,0.9405472983292036,1.2381967120338881,3,2.0,2,0
23.61466579765976,19.64064966285086,131.60098284517974,96.612492479508,4.253257189709615,5.90416307031991,4,2.0,2,2
0.16508441363749382,9.388171894975459,121.54261586450285,96.09414352898159,0.03543913096417839,4.663301732313698,5,2.0,2,0
3.377376385473725,11.15223221590908,118.83096498643654,95.68785655577888,0.6937000062638248,5.007355411964966,4,2.0,2,0
3.5787133774352324,12.147373177935512,118.82228416390377,79.8579710381317,0.6937000062638248,5.664782521967098,4,2.0,2,0
70.0370573185408,46.32054252482369,115.42603331899318,87.64893489466817,3.5918308467264524,20.20698651709509,6,2.0,2,1
13.048444960397086,38.73231141121647,113.25947721026928,87.61819750189169,0.6995323778356521,18.790984326866933,4,2.0,2,0
6.112516596951932,37.575227802779594,112.74339289915778,87.61087570389506,0.33130343510119076,18.51520870673896,4,2.0,2,0
108.77004280504863,59.71745387926338,109.99645417439945,84.9880696833757,4.876478870127741,27.255882230996605,4,2.0,2,2
76.89127193461009,65.19102443218398,106.31286411050907,81.24830500946453,2.7072517440459762,31.150503211726388,4,2.0,2,1
60.423608247949346,55.121912303060185,106.25709605678509,51.60011696586715,2.7072517440459762,26.78810783278373,4,2.0,2,1
47.35980026217358,38.45068894122326,109.4582427045271,52.516560919856694,4.876478870127741,17.850229463212628,4,2.0,2,2
105.10898145933,123.55818001460077,104.09395952829531,65.54401204079387,1.7840824092525338,60.84015253403274,6,2.0,2,0
8.62614377429416,93.75769779529372,101.52669059980136,55.167589376931126,0.18878689125332926,46.828967942573556,5,2.0,2,0
82.8318773501791,90.94504817879323,100.4798001830363,55.68700691508662,1.926854514453666,44.55601876944253,5,2.0,2,0
8.093982432059915,69.79790693149043,95.31235025129942,55.80504691482854,0.23394830287892887,34.78767632334842,4,2.0,2,0
52.57877211015612,48.360463109009736,86.6243314702969,48.583580724597866,2.4630032920474036,22.430976062009584,5,2.0,2,1
45.838019353230884,43.47948356201201,83.91154732741559,47.527858174508516,2.417746535163573,20.022628198676728,4,2.0,2,1
7.283745350433964,35.41524735109795,81.91460282754585,46.75071586286475,0.422953072735865,17.407237156399844,4,2.0,2,0
4.160965276188997,37.602860870494354,79.09372333911433,43.751356085951386,0.22439804215198933,18.64833755169338,4,2.0,2,0
14.675574392166494,38.20756219955673,78.58111495843569,43.67948254646643,0.8026299058377191,18.437238028958888,5,2.0,2,0
27.292611306885433,38.80388463157526,77.4179226147469,43.5877862485239,1.52984708324054,18.131482586676128,5,2.0,2,0
71.63819678126033,41.910082706076615,74.01270886508848,43.3193478460182,4.333632620329865,17.356181189033677,5,2.0,2,2
40.32782864037881,40.24345605773595,68.3179995667376,41.769859051512945,2.441099446718326,18.842393494093578,4,2.0,2,1
3.111386200922961,36.61281628643222,67.05270390829313,40.655475049176914,0.17167717973669028,18.184999097956442,5,2.0,2,0
0.02223130474038354,1.0949934558613306,66.9109789614457,31.360954763132824,0.08368382444055555,0.5313166526268276,3,2.0,2,0
10.297750311876095,49.59765562020169,65.35495717871522,39.932721079078874,0.45752154221455044,24.720179933198718,4,2.0,2,0
2.519464162155287,15.036290007260622,63.90670159898937,18.738584279275383,0.7490716279023175,7.354015694732954,4,2.0,2,0
0.4810584583151717,11.673199284557715,66.92498633168621,12.684731198256054,0.08368382444055555,5.773280706263828,4,2.0,2,0
0.9998598090474033,12.009513497160388,67.0528562855699,12.703668706897346,0.17167717973669028,5.874858092159323,5,2.0,2,0
1.3945382476564272,14.401640764230008,70.22495921170854,12.80295418094958,0.20037204859494295,7.072052132937923,4,2.0,2,0
